id,date,author,text
2201091636639960,March 25 at 2:20 PM,MannyPiñol, Walang panama!  THE P1,000 A PIECE MANGO GOES THROUGH TASTE TEST  The P1,000 per piece huge mango which Ambassador Carlos Sorreta bought in a Moscow supermarket yesterday went through a taste test right away.  The result: it failed miserably. It is not even half as sweet or as succulent as the famous Philippine Mango, especially the Guimaras Mango.  This is it!  We could dominate this 180-million consumer market with the best products from the Philippines!  (Video by Mayette Tudlas)
