id,date,author,text
2809479782401278,May 15 at 2:24 PM,Gov. Ramil Hernandez, Tuloy ang Serbisyong Tama sa Laguna.  Isang malaking karangalan po ang binigay ninyo sa akin upang muling pamunuan bilang Gobernador ang ating mahal na lalawigan. Taos-puso akong nagpapasalamat sa lahat ng sumuporta at nagtiwala sa akin at sa aking kakayahan. Nais ko rin magpasalamat sa lahat ng tumulong sa aking kampanya sa ibat-ibang paraan – maliit man o malaki ang inyong tulong ay hindi ko malilimutan. Sa aking pamilya, salamat sa inyong walang kapantay na pagmamahal at suporta. Sa Poong Maykapal, sa pagbibigay niya ng gabay at lakas.  Higit sa lahat, sa mga naniwala, tumangkilik at bumoto sa akin. Sa bawat laban, mahalaga hindi lamang kung ano ang ating narating kundi kung paano rin natin ito narating. Isantabi na natin ang mga sakit o hidwaan dala ng nakalipas na halalan. Panahon naman na tayo ay magpatawad at magkaisa upang mas madali nating maisulong ang lahat ng makakabuti sa mamamayang Lagunense. Muli, maraming salamat po sa inyong patuloy na tiwala at suporta.  #GodBlessLaguna
