id,date,author,text
2292547264161063,May 19 at 08:25 AM,MannyPiñol, Rumor mongers, shame on you!  Reports that President Rody Duterte was rushed to the hospital today spread like wildfire in the social media.  These photos of the President and Senator-elect Bong Go taken today prove that the reports were a big lie concocted by those who would like to destabilize this government.  Once again, another desperate lie unmasked!
